브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
경성코페,(주)경성글로벌,11,2,0,1,1,"241,571
(1.45)","3,791
(0.02)"
빨콩,(주)오구본가,10,0,0,0,1,"126,334
(0.76)","8,293
(0.05)"
라드커피(LAD COFFEE),라드커피,10,1,0,1,0,"184,611
(1.10)","5,372
(0.03)"
유동커피,(주)유동커피,10,10,0,0,0,"0
(0.00)","0
(0.00)"
카페코나퀸즈,카페코나퀸즈(주),10,4,1,2,0,"281,150
(1.68)","4,542
(0.03)"
카페코지,(주)카페코지,10,10,0,0,0,"0
(0.00)","0
(0.00)"
로반스윗,(주)로반스윗,10,3,0,2,0,"84,300
(0.50)","8,182
(0.05)"
더마스터커피,(주)제이윈스(Jwins),10,2,0,0,1,"111,168
(0.67)","6,806
(0.04)"
워너커피(WANNA COFFEE),워너커피,9,1,0,5,0,"164,973
(0.99)","18,461
(0.11)"
아프리카커피초콜릿,(주)아프리카커피가게앤학원,9,3,0,0,0,"101,177
(0.61)","3,055
(0.02)"
라벨스하이디,(주)라벨스하이디,9,0,0,0,3,"144,157
(0.86)","3,177
(0.02)"
플레이스38커피,더피그컴퍼니,9,3,2,3,0,"0
(0.00)","0
(0.00)"
엘아르카,엘아르카,9,1,0,0,0,"74,775
(0.45)","3,433
(0.02)"
9cafe,(주)비비인터내셔널,9,0,0,1,0,"141,591
(0.85)","15,809
(0.09)"
컬러인커피,재영홀딩스,9,4,0,0,0,"0
(0.00)","0
(0.00)"
라헬의부엌,(주)제이이아이컴퍼니,9,9,0,0,0,"0
(0.00)","0
(0.00)"
라크리마커피,(주)정명에프앤비,9,9,0,0,0,"67,115
(0.40)","2,649
(0.02)"
홈스테드(Homestead),(주)홈스테드,9,0,0,5,0,"0
(0.00)","0
(0.00)"
1LiTER COFFEE,(주)카페원플러스원,8,1,0,0,1,"101,291
(0.61)","6,023
(0.04)"
휘드카페,커피거리,8,1,0,0,0,"83,989
(0.50)","8,291
(0.05)"
커스텀커피,(주)커스텀커피,8,3,0,1,1,"107,295
(0.64)","6,579
(0.04)"
루고,(주)이랜드이츠,8,2,0,0,0,"197,649
(1.18)","7,110
(0.04)"
라스베이글,(주)애채,8,2,0,0,0,"183,439
(1.10)","6,930
(0.04)"
카페홀릭(CAFE HOLIC),(주)카페홀릭,8,0,0,0,0,"117,152
(0.70)","18,986
(0.11)"
히즈빈스(HISBEANS),(주)향기내는사람들,8,3,0,0,0,"147,913
(0.88)","11,819
(0.07)"
데일리에스프레소(Daily espresso),데일리에스프레소,7,1,0,0,0,"187,820
(1.12)","3,408
(0.02)"
성별 에이유,성별에프터유,7,0,0,0,0,"82,857
(0.50)","3,766
(0.02)"
마린커피,마린커피로스터스,7,2,0,0,2,"135,152
(0.81)","15,379
(0.09)"
까사밍고,(주)라이온에프지,7,0,0,3,0,"230,776
(1.38)","5,192
(0.03)"
"지브릭커피(G,BRICK COFFEE)",(주)디자인포비,6,1,0,0,0,"21,759
(0.13)","506
(0.00)"
플라타너스(PLATANUS),(주)세화에프앤씨,6,1,1,0,0,"85,830
(0.51)","7,648
(0.05)"
벨라빈스커피,(주)놀부,6,0,1,0,0,"35,521
(0.21)","1,973
(0.01)"
쿠카쿠,(주)쿠카쿠,6,6,0,0,0,"0
(0.00)","0
(0.00)"
주니아,㈜하나패밀리,6,6,0,0,0,"0
(0.00)","0
(0.00)"
아임홈,(주)아임홈팩토리,6,0,0,2,0,"350,425
(2.10)","106,333
(0.64)"
