브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
김형제고기의철학,(주)킴스브라더스,27,15,0,0,0,"948,717
(2.45)","18,644
(0.05)"
덤덤덤쪽갈비,디앤디코리아,27,4,0,33,1,"208,508
(0.54)","7,874
(0.02)"
서래갈매기,(주)서래스터,27,0,0,10,0,"470,800
(1.21)","13,210
(0.03)"
온리김치찌개(Only김치찌개),(주)비앤비몬스터푸드,27,25,0,9,5,"82,582
(0.21)","5,466
(0.01)"
사계진미 숯불닭갈비,(주)준인터(JunInter),27,15,0,2,1,"424,289
(1.09)","8,554
(0.02)"
뚝배기양평해장국,(주)뉴서진식품,26,2,0,2,3,"337,101
(0.87)","8,652
(0.02)"
목촌사골돼지국밥,(주)행운식품,26,4,6,0,0,"467,485
(1.21)","6,196
(0.02)"
와우곱창,(주)와우에프앤에스,26,40,0,15,0,"0
(0.00)","0
(0.00)"
123막창,(주)123푸드,26,10,0,2,0,"354,106
(0.91)","10,303
(0.03)"
성경만두요리전문점,(주)성경에프앤에스,25,5,0,4,0,"348,180
(0.90)","6,118
(0.02)"
손문대구막창갈매기살,(주)손문에프앤씨,25,0,0,6,0,"154,531
(0.40)","5,832
(0.02)"
미사리밀빛초계국수,(주)밀빛,25,5,2,2,1,"523,696
(1.35)","10,703
(0.03)"
뚱삼이와대삼이,(주)엠지에이치,25,3,0,2,2,"331,503
(0.86)","8,637
(0.02)"
와촌식육식당,(주)와촌본가,24,0,0,1,0,"336,815
(0.87)","7,018
(0.02)"
갈비배달도시락 스트릿테이블,햇잎푸드(주),24,12,0,4,0,"0
(0.00)","0
(0.00)"
첨단돌솥감자탕,(주)디케이푸드,24,4,0,2,3,"134,364
(0.35)","3,482
(0.01)"
대독장,(주)제니스에프앤비,24,3,2,0,0,"247,132
(0.64)","6,737
(0.02)"
아빠곰탕,(주)프레솔,24,5,0,13,0,"230,511
(0.59)","9,152
(0.02)"
한뚝수육국밥,(주)에이치엘코포레이션,24,24,0,0,0,"0
(0.00)","0
(0.00)"
별법 동태탕 왕해물찜,(주)씨에스에프씨,23,0,6,5,1,"113,269
(0.29)","3,603
(0.01)"
곤지암 한우 소머리국밥,(주)서민상회,23,13,3,3,0,"153,228
(0.40)","5,496
(0.01)"
동서네낙지,(유)동서네낙지본점,23,3,0,4,1,"245,623
(0.63)","6,510
(0.02)"
마당쇠돼지갈비,(주)마당쇠,23,3,2,0,0,"199,716
(0.52)","6,667
(0.02)"
전주팔미콩나물국밥,(주)베스트에프앤씨,23,1,0,1,0,"403,856
(1.04)","11,684
(0.03)"
만족오향족발,(주)만점족,23,1,0,9,1,"474,686
(1.22)","16,568
(0.04)"
행복가마솥밥&알솥밥,(주)채선당,23,14,0,3,0,"429,093
(1.11)","24,370
(0.06)"
본설렁탕,본아이에프(주),22,8,0,10,1,"255,927
(0.66)","9,169
(0.02)"
반할맛으로 값어치하는 소고깃집,(주)끼니,22,6,0,1,1,"881,119
(2.27)","10,496
(0.03)"
화평동왕냉면,해피브릿지협동조합,22,0,0,1,0,"287,145
(0.74)","1,726
(0.00)"
돌깨마을 맷돌순두부,(주)자연가득,22,0,0,5,0,"0
(0.00)","0
(0.00)"
인생대박집쪽갈비,쉐프의연구소,22,17,0,10,0,"0
(0.00)","0
(0.00)"
유케야,(주)야푸드,22,15,0,1,0,"398,695
(1.03)","17,728
(0.05)"
두거리우신탕,두거리푸드,21,2,0,2,0,"369,458
(0.95)","9,942
(0.03)"
도토리편백집,(주)에이컨,21,13,0,0,0,"584,007
(1.51)","15,295
(0.04)"
고래식당,(주)디딤,21,1,1,0,3,"544,663
(1.41)","13,381
(0.03)"
바보형제쭈꾸미,(주)바보형제스토리,21,1,2,0,0,"445,993
(1.15)","6,219
(0.02)"
혼밥대장,(주)원더파트너스,21,11,0,0,0,"227,857
(0.59)","15,039
(0.04)"
착한돼지,(주)착한푸드,21,1,0,3,0,"836,216
(2.16)","9,611
(0.02)"
청진동해장국,엘푸드,21,3,0,2,0,"168,435
(0.43)","6,273
(0.02)"
콩두,(주)더조은에프앤비,21,21,0,0,1,"302,714
(0.78)","16,404
(0.04)"
대관령양푼이동태찌개,대관령푸드,21,1,0,1,0,"217,272
(0.56)","4,293
(0.01)"
장패(JANGPAE),장패체인사업본부,21,1,0,0,2,"317,625
(0.82)","8,443
(0.02)"
조가네갑오징어,(주)조앤이푸드,21,3,0,1,0,"509,233
(1.31)","10,801
(0.03)"
코다리밥상,(주)올댓컴퍼니,21,4,0,2,0,"787,707
(2.03)","9,719
(0.03)"
마당쇠껍데기와소금구이,(주)마당쇠,21,18,0,0,1,"87,050
(0.22)","4,071
(0.01)"
갈비냉면,(주)비앤비몬스터푸드,21,22,0,1,1,"84,263
(0.22)","5,235
(0.01)"
두리맛감자탕,(주)두리맛푸드,21,3,3,1,1,"529,286
(1.37)","9,667
(0.02)"
모박사부대찌개,모박사본점,21,0,0,0,0,"0
(0.00)","0
(0.00)"
발빠닭,(주)어나더푸드컬쳐,20,8,0,5,0,"277,692
(0.72)","11,179
(0.03)"
신사부대찌개&품격삼겹살,(주)신사의품격,20,9,3,4,0,"246,199
(0.64)","8,509
(0.02)"
흑돼지 삼백식당,정상FC,20,2,0,7,0,"471,683
(1.22)","7,548
(0.02)"
킹부대찌개테이크아웃,킹부대찌개테이크아웃본점,20,12,0,5,0,"51,290
(0.13)","5,310
(0.01)"
장가네 일품순두부,(주)일품순두부,20,15,0,1,0,"772,350
(1.99)","16,589
(0.04)"
삼곱식당,삼곱푸드,20,8,0,6,3,"572,205
(1.48)","19,017
(0.05)"
길성이,(주)길성이,20,0,0,1,3,"378,379
(0.98)","4,001
(0.01)"
독골김치찜,독골푸드,20,20,0,0,0,"0
(0.00)","0
(0.00)"
수김밥,손수푸드,19,2,0,0,3,"238,166
(0.61)","9,741
(0.03)"
"소담애 족발,보쌈",(주)에브릿,19,0,0,4,0,"351
(0.00)","10,169
(0.03)"
요달의 찜닭,(주)하랑푸드,19,19,0,0,0,"300,000
(0.77)","14,816
(0.04)"
조방낙지,(주)디에이치푸드,19,0,5,0,3,"0
(0.00)","0
(0.00)"
