브랜드,상호,창업비용
SG무인셀프아이스크림할인점,빙고아이스크림할인점(본점),"15,378
(0.13)"
간식창고,(주)아우온,"14,850
(0.12)"
눈꽃빙수 꽃빙,(주)커먼파트너스,"0
(0.00)"
평균,-,"108,803
(1.00)"
9 BLOCK (나인블럭),(주)에스디인터내셔날,"617,000
(5.67)"
쿠키프렌즈카페 (Cookie Friends Cafe),(주)진영글로벌,"459,450
(4.22)"
마고플레인,(주)마고에프앤씨,"434,500
(3.99)"
에이바우트커피,㈜메이크어베러(Makeabetter),"419,000
(3.85)"
루이스해밀턴커피,(주)옴니아,"407,610
(3.75)"
STORANT(스토랑트),(주)스토랑,"406,500
(3.74)"
씨이십칠(C27),(주)디앤지에프씨,"351,825
(3.23)"
W COFFEE COMPANY,(주)더블유컴퍼니,"314,000
(2.89)"
엔제리너스,롯데지알에스(주),"310,756
(2.86)"
부바스,서컴퍼니,"298,200
(2.74)"
투썸플레이스,투썸플레이스(주),"293,650
(2.70)"
띵크커피,(주)띵크커피코리아,"286,200
(2.63)"
물레(MULLE),물레(MULLE),"281,700
(2.59)"
고바슨,(주)고바슨,"275,650
(2.53)"
카페다빈치,(주)다빈치,"271,000
(2.49)"
라붐커피(LABOOM COFFEE),(주)라붐팩토리,"270,150
(2.48)"
유동커피,(주)유동커피,"260,000
(2.39)"
카페아슬란,(주)아슬란,"254,907
(2.34)"
드립앤더치,연두커피인터내셔날(주),"253,430
(2.33)"
코나헤이븐(KONA HAVEN),(주)코나헤이븐코리아,"250,350
(2.30)"
일리 카페 (illy caffe),(주)큐로에프앤비,"250,340
(2.30)"
cafe근대골목도나스,(주)홍두당,"248,300
(2.28)"
커핀그루나루,(주)커핀그루나루,"247,100
(2.27)"
드롭탑(DROPTOP),(주)다도글로벌,"245,400
(2.26)"
릴렉스라운지,(주)오리지날스푼,"244,000
(2.24)"
랭스터디카페(LANG STUDY CAFE),(주)더뉴웨이스,"243,841
(2.24)"
카페보노,보노파슨스,"239,300
(2.20)"
주커피,태영에프앤비(주),"237,650
(2.18)"
라드커피(LAD COFFEE),라드커피,"237,450
(2.18)"
레이지모닝,레이지모닝,"237,300
(2.18)"
빌리엔젤,(주)그레닉스,"236,100
(2.17)"
아필코(APILCO),에이피씨(주),"236,000
(2.17)"
올리버브라운카페,(주)올리버브라운코리아,"232,300
(2.14)"
벨라빈스커피,(주)놀부,"229,810
(2.11)"
빈타이(BEAN TIE),(유)빈타이컴퍼니,"226,600
(2.08)"
파스쿠찌,(주)파리크라상,"226,150
(2.08)"
카페온화,(주)카페온화,"224,500
(2.06)"
글로리아진스커피,(주)글로리아진스커피코리아,"221,200
(2.03)"
블레스롤(Bless Roll),블레스롤가맹본부,"215,100
(1.98)"
킹커피(KING COFFEE),(주)브이케이인터네셔날,"214,000
(1.97)"
ledolci1946,르돌치일구사육(주),"209,600
(1.93)"
카페데베르,(주)카페데베르,"208,000
(1.91)"
카페코나퀸즈,카페코나퀸즈(주),"205,800
(1.89)"
카페인버스,인버스에프앤비(주),"202,900
(1.86)"
카페일루이스,카페일루이스(주),"200,702
(1.84)"
카페 떼오,(주)휴먼앤네이쳐,"200,470
(1.84)"
커피명가,(주)커피명가,"198,600
(1.83)"
빵카페,(주)빵카페,"198,000
(1.82)"
코페아커피,(주)위너에프앤비,"197,000
(1.81)"
루프트커피(LUFT COFFEE),(주)루프트,"195,360
(1.80)"
플레어비,(주)플레어비,"192,200
(1.77)"
탐앤탐스커피(TOMNTOMS COFFEE),(주)탐앤탐스,"190,108
(1.75)"
비에이블스터디카페,비에이블코리아(주),"189,300
(1.74)"
차일드큐브,(주)펀키즈코리아,"187,800
(1.73)"
핸즈커피 (HANDS COFFEE),(주)지핸즈,"187,501
(1.72)"
경성코페,(주)경성글로벌,"184,500
(1.70)"
할리스커피,(주)할리스에프앤비,"184,500
(1.70)"
달콤,(주)달콤,"182,800
(1.68)"
플라타너스(PLATANUS),(주)세화에프앤씨,"178,300
(1.64)"
다빈치커피,(주)다빈치,"177,700
(1.63)"
카페띠아모,(주)베모스,"177,051
(1.63)"
카페베네,(주)카페베네,"175,500
(1.61)"
전광수커피,(주)전광수커피,"174,500
(1.60)"
컬러인커피,재영홀딩스,"172,750
(1.59)"
아비아채,(주)만파식적,"171,300
(1.57)"
비엔나커피하우스,(주)제이엠케이,"167,600
(1.54)"
핸델앤그레텔,(주)핸델과그레텔,"166,200
(1.53)"
TOBBYS(토비즈커피),(주)지인터내셔날피엔케이,"164,500
(1.51)"
소진담,(주)소진담컬쳐,"163,150
(1.50)"
프루체,프루체,"162,900
(1.50)"
더츠커피,(주)더츠굿,"161,400
(1.48)"
더웨이닝커피(THE WAIN-ING COFFEE),(주)웨이닝코리아,"161,200
(1.48)"
빈스빈스,(주)빈스앤로스터리코리아,"155,000
(1.42)"
데일리에스프레소(Daily espresso),데일리에스프레소,"152,911
(1.41)"
프롬하츠(FROM HEARTS),(주)프롬하츠,"150,550
(1.38)"
모캄보,(주)마스터코리아,"150,400
(1.38)"
겟앤쇼카페(Get&Show cafe),(주)겟앤쇼,"150,200
(1.38)"
커피볶는집,(주)커피볶는집,"149,650
(1.38)"
평화다방,(주)그레닉스,"149,100
(1.37)"
코페아커피(COFFEA COFFEE),(주)감성인터내셔널,"147,000
(1.35)"
카페드림,(주)더드림홀딩스,"146,900
(1.35)"
알리바바카페(ALIBABA CAFE),알리바바파트너스(주),"143,700
(1.32)"
허니빈스(HoneyBean's),씨엔지글로벌(주),"141,400
(1.30)"
까사밍고,(주)라이온에프지,"140,955
(1.30)"
토리스타특별한커피,토리스타씨앤에스(toristarC&S),"140,050
(1.29)"
쿠오레(Cuore),(주)쿠오레,"139,400
(1.28)"
히즈빈스(HISBEANS),(주)향기내는사람들,"138,410
(1.27)"
마노핀,(주)엠피그룹,"136,120
(1.25)"
화이트오울,월드린,"135,850
(1.25)"
에이그레이트카페,(주)에이그레이트,"134,300
(1.23)"
데일리오아시스,(주)에이치케이컴퍼니,"133,900
(1.23)"
팬도로시,(주)올리브홀딩스,"133,700
(1.23)"
Players19,스포츠네트워크,"133,350
(1.23)"
카페진리,(주)진리,"132,800
(1.22)"
카페보니또,에스프레소코리아(주),"132,270
(1.22)"
웨일즈커피(WHALES COFFEE),(주)카페홀릭,"130,950
(1.20)"
커피가예쁘다,BALENASIXCOFFEECOMPANY,"130,900
(1.20)"
아델라7,(주)아델라7,"130,400
(1.20)"
이디야커피,(주)이디야,"128,470
(1.18)"
아임홈,(주)아임홈팩토리,"127,200
(1.17)"
라센다 커피,(유)다빈,"127,100
(1.17)"
카페브라우니30(CAFE BROWNY30),(주)브라우니30,"125,572
(1.15)"
라헬의부엌,(주)제이이아이컴퍼니,"125,450
(1.15)"
힐링초이스,(주)릴렉스코리아,"124,850
(1.15)"
차뜨라므,㈜디저트플러스,"123,900
(1.14)"
카페브루빈(cafe BREWBEAN),(주)떼루와,"123,550
(1.14)"
세가프레도,(주)티앤피아이코리아,"122,400
(1.12)"
호이안로스터리,에이원인터컴(주),"121,930
(1.12)"
카페에이븐,(주)씨엘파미유,"121,600
(1.12)"
루고,(주)이랜드이츠,"121,500
(1.12)"
해리스카페,(주)해리스,"120,500
(1.11)"
도이창커피,(주)인티코프,"120,343
(1.11)"
씨티야,(주)엘에이치지,"118,600
(1.09)"
디에떼에스프레소,(주)디떼,"118,000
(1.08)"
홈스테드(Homestead),(주)홈스테드,"115,600
(1.06)"
라벨스하이디,(주)라벨스하이디,"114,080
(1.05)"
토즈패스트카페,(주)피투피시스템즈,"112,200
(1.03)"
낮달커피 (Notdal Coffee),(주)와이에이치,"109,700
(1.01)"
앤더스커피(anduscoffee),(주)에스엠홀딩스,"108,400
(1.00)"
장산다방,(주)아슬란,"108,180
(0.99)"
커피101스트릿(COFFEE 101 STREET),㈜커피101스트릿,"107,500
(0.99)"
이츠이츠,(주)이츠이츠,"107,405
(0.99)"
C.OFFICE COFFEE BAR,팜테이블,"107,300
(0.99)"
엘아르카,엘아르카,"105,300
(0.97)"
쿠카쿠,(주)쿠카쿠,"105,100
(0.97)"
인재 36.5도 까페,협동조합인재개발뱅크,"104,800
(0.96)"
케이엠엘리 갤러리카페,(주)케이엠엘리,"104,000
(0.96)"
브이카페,(주)브이앤케이코퍼레이션,"103,945
(0.96)"
라고바움 (Lago Baum),(주)라고바움,"103,900
(0.95)"
카페앤스터프,카페앤스터프체인본부,"103,550
(0.95)"
로건커피,(주)디저트팩토리,"103,500
(0.95)"
커피기업,(주)티제이커피기업,"103,090
(0.95)"
퀸즈브라운,대현패밀리(주),"102,100
(0.94)"
커피나무,(주)커피나무,"102,000
(0.94)"
티톡(teatalk),리엔호이스,"100,700
(0.93)"
더착한커피,(주)코아에프엔비,"99,600
(0.92)"
카페 빙코리아(Cafe BINGCORIA),빙코리아연구소,"99,350
(0.91)"
아마떼,(주)한국창업경제연구소,"99,220
(0.91)"
뜰커피,뜰5커피,"98,800
(0.91)"
generus coffee(제너러스커피),(주)제너러스커피,"97,700
(0.90)"
커피시장,커피시장상동점,"97,400
(0.90)"
카페에스파니,카페에스파니,"96,900
(0.89)"
라떼떼,(주)엘에이치지,"96,100
(0.88)"
커피아트,(주)훌랄라,"96,100
(0.88)"
코링,(주)훌랄라,"96,100
(0.88)"
베콩,(주)훌랄라,"96,100
(0.88)"
키브(Kiv),키브커피,"95,675
(0.88)"
핸즈업,(주)나우나우,"95,600
(0.88)"
스몰굿,한일인터내셔널(주),"94,400
(0.87)"
"카페안시,스튜디오안시","카페안시,스튜디오안시","93,300
(0.86)"
알엠커피(R.M COFFEE),알엠컴퍼니(R.MCOMPANY),"93,300
(0.86)"
커피작명소,커피작명소,"93,300
(0.86)"
카페보스(CAFE BOSS),(주)카페보스,"93,200
(0.86)"
커피코트,(주)커피코트,"93,160
(0.86)"
펠어커피,펠어커피,"92,400
(0.85)"
카페원플러스원,(주)카페원플러스원,"90,950
(0.84)"
커피디렉터,커피디렉터,"89,700
(0.82)"
아리스타,(주)아리스타,"89,320
(0.82)"
어벤더치커피,(주)카페폴인,"89,150
(0.82)"
라스베이글,(주)애채,"89,150
(0.82)"
파리공방(Paris Atelier),(주)아이윈,"89,120
(0.82)"
매머드익스프레스(Mammoth Express),(주)매머드커피랩,"89,100
(0.82)"
매머드커피(Mammoth coffee),(주)매머드커피랩,"88,830
(0.82)"
카페아이엠티,(주)편안,"88,800
(0.82)"
커피니(OFFEENIE),(주)커피니,"88,000
(0.81)"
만랩커피,(주)만랩,"87,900
(0.81)"
커스텀커피,(주)커스텀커피,"87,020
(0.80)"
또잇카페(TTOEATCAFE),카페(cafe)마실,"86,700
(0.80)"
"지브릭커피(G,BRICK COFFEE)",(주)디자인포비,"86,556
(0.80)"
카카듀,(주)우드앤우즈,"85,960
(0.79)"
45초 커피,(주)씨에이치제이,"85,874
(0.79)"
켄커피,켄커피(본점),"85,600
(0.79)"
라떼킹(latteking),블루빈컴퍼니(주),"85,500
(0.79)"
주니아,㈜하나패밀리,"85,500
(0.79)"
디초콜릿커피앤드,(주)할리스에프앤비,"85,010
(0.78)"
카페글렌,조이풀컴퍼니(주),"84,840
(0.78)"
빽다방,(주)더본코리아,"84,349
(0.78)"
더바움(The BAUM),(주)더바움코리아,"84,200
(0.77)"
비단로,비단로,"83,850
(0.77)"
컴포즈커피(COMPOSE COFFEE),(주)제이엠커피컴퍼니,"83,210
(0.76)"
카페까마르도,(주)파인피엠아이,"83,200
(0.76)"
초콜릿토끼,(주)썬플라워네트웍스,"82,950
(0.76)"
성별 에이유,성별에프터유,"82,850
(0.76)"
앤디스커피(ANDYS COFFEE),(주)카페에이전시,"82,550
(0.76)"
하삼동커피,(주)하삼동,"82,200
(0.76)"
백금당,백금당,"81,905
(0.75)"
더착한커피,(주)더바른사람들,"81,800
(0.75)"
록시드갸토(LOXID GATEAU),(주)지제이케이홀딩스,"81,450
(0.75)"
9cafe,(주)비비인터내셔널,"80,900
(0.74)"
비커피(BEE COFFEE),(주)비,"80,430
(0.74)"
보니또커피,에스프레소코리아(주),"80,361
(0.74)"
그래도달,그래도달,"80,000
(0.74)"
블랙라인커피,(주)카페발트,"79,670
(0.73)"
아임일리터,㈜아임일리터,"79,600
(0.73)"
커피바이브,(주)에버리치에프앤비,"79,470
(0.73)"
Blu Shaak(블루샥),(주)단디코리아,"79,450
(0.73)"
영커피,(주)영투게더컴퍼니,"79,330
(0.73)"
버블엔젤(Bubble Angel),(주)버블엔젤,"79,250
(0.73)"
카페리빈,(주)리빈코리아,"79,250
(0.73)"
후식(WHO SEEK),제이엠트렌드,"79,033
(0.73)"
아프리카커피초콜릿,(주)아프리카커피가게앤학원,"79,000
(0.73)"
커피더캠프,(주)씨티씨피,"78,922
(0.73)"
하바나익스프레스,(주)주원에프앤비,"78,900
(0.73)"
텀브커피,(주)위드텀브,"78,650
(0.72)"
커피란워시데이,커피란워시데이,"78,100
(0.72)"
빨콩,(주)오구본가,"77,900
(0.72)"
커피스토어,(주)디아이디코리아,"77,900
(0.72)"
카페프런치,프런치코리아,"77,650
(0.71)"
마린커피,마린커피로스터스,"77,570
(0.71)"
발도스커피(valdos coffee),조이풀컴퍼니(주),"77,250
(0.71)"
allcha(올차),(주)케이푸드아이엔지,"77,050
(0.71)"
쪼오꼬,쪼오꼬,"77,000
(0.71)"
천씨씨커피,더천씨씨코리아,"77,000
(0.71)"
아멜라떼,(주)커피집,"76,800
(0.71)"
카페 유어 프레즌트,카페유어프레즌트,"76,474
(0.70)"
온리비커피(Only B COFFEE),(주)온리비컴퍼니,"76,150
(0.70)"
花커피 (WHA COFFEE),(주)어뉴스토리,"75,622
(0.70)"
별난커피,별난커피,"75,050
(0.69)"
헤일리스커피,헤일리스커피,"75,000
(0.69)"
더리터(THE LITER),(주)희천,"74,460
(0.68)"
더리터(THE LITER),(주)희천,"74,460
(0.68)"
에이쓰리바우트커피,A3BOUTCOFFEE,"74,050
(0.68)"
로반스윗,(주)로반스윗,"73,950
(0.68)"
텐퍼센트스페셜티커피,(주)무진,"73,950
(0.68)"
흑운당,(주)제이에이치컴퍼니,"73,720
(0.68)"
봄봄테이크아웃(봄봄TAKE-OUT),(주)봄봄,"73,500
(0.68)"
크레이저커피(C.Razer coffee),(주)크레이저커피그룹,"73,500
(0.68)"
셀렉토커피,(주)맥스원이링크,"73,350
(0.67)"
뉴욕쟁이디저트,(주)티앤엠디,"73,300
(0.67)"
커피홀(coffee hole),(자)동명식품서울지점,"73,090
(0.67)"
파머스빈,(주)어반파머스,"73,060
(0.67)"
커피면회소,커피면회소,"72,575
(0.67)"
디알해쉬커피,해쉬커피오거리점,"72,410
(0.67)"
하와이코나사자커피,(주)푸디아,"72,400
(0.67)"
커피온리,(주)커피만컴퍼니,"72,213
(0.66)"
나인어클락커피,(주)나인어클락,"72,050
(0.66)"
텐퍼센트스페셜티커피,(주)더쉐프,"71,850
(0.66)"
터치카페,(주)더블유씨엠인터내셔널,"71,500
(0.66)"
휘카페(Whicafe),(주)청호휘카페,"71,300
(0.66)"
소디스커피(sodis coffee),소디스커피,"71,200
(0.65)"
더플롯커피(THE PLOT COFFEE),더플롯(THEPLOT),"71,100
(0.65)"
OPPA COFFEE(오피피에이 커피),(주)엘리얼티개발,"71,080
(0.65)"
흐이숑당,(주)비에뜨반미,"70,230
(0.65)"
청자다방,(주)청자다방,"70,010
(0.64)"
제퍼빈스(Zephyr Beans),(주)티엠홀딩스,"69,900
(0.64)"
캔카페,"예스유캔에프앤비(Yes,youcanF&B)(캔카페)","69,650
(0.64)"
디알해쉬커피,해쉬커피본점,"69,110
(0.64)"
생활커피,(주)데일리비어,"69,100
(0.64)"
벌크커피(BULK COFFEE),(주)벌크커피,"69,100
(0.64)"
엑소엑소핫도그앤커피,(주)세컨드찬스,"69,020
(0.63)"
바빈스,(주)퍼스트에이엔티,"69,000
(0.63)"
커피나뜨래,커피나뜨래,"68,450
(0.63)"
마실커피,(주)이노컴프,"68,175
(0.63)"
커피셀러,커피셀러,"67,900
(0.62)"
티블랙(TEA BLACK),(주)강남사람들,"67,800
(0.62)"
더벤티,(주)더벤티코리아,"67,550
(0.62)"
토프레소,(주)에스앤큐플러스,"67,516
(0.62)"
오슬로우(OHSLOW),(주)에스씨에스에프앤비,"67,350
(0.62)"
일커피(iL COFFEE),일커피(주),"67,350
(0.62)"
"카페,달조리법","카페,달조리법(cafe,달조리법)","67,273
(0.62)"
바게뜨양,바게뜨양,"66,935
(0.62)"
밀리언커피,밀리언커피,"66,900
(0.61)"
DELIGHT6(딜라잇식스),(주)딜라잇코리아,"66,600
(0.61)"
아마스빈,(주)비케이컴퍼니,"66,600
(0.61)"
카페 우드진,카페우드진,"66,480
(0.61)"
도노텀블,(주)도노텀블,"66,270
(0.61)"
킹프레소,킹프레소,"66,240
(0.61)"
커피베이,(주)커피베이,"65,940
(0.61)"
고품격 커피공장,고품격커피공장,"65,900
(0.61)"
슈퍼커피,(주)슈퍼커피,"65,698
(0.60)"
잇.(EAT),(주)이에이티,"65,415
(0.60)"
탭플레이(TAPLAY),(주)해피랜드에프엔비,"64,900
(0.60)"
카페 꽃이피다,카페꽃이피다,"64,800
(0.60)"
플레이스38커피,더피그컴퍼니,"64,800
(0.60)"
더마스터커피,(주)제이윈스(Jwins),"63,800
(0.59)"
휘드카페,커피거리,"63,600
(0.58)"
반반스프링스커피(BANBANSPRINGS COFFEE),반반스프링스,"63,500
(0.58)"
베러먼데이,베러먼데이드링크코리아(주),"63,000
(0.58)"
캔다방,캔다방,"62,950
(0.58)"
마시그래이,(주)에스이엠,"62,700
(0.58)"
1LiTER COFFEE,(주)카페원플러스원,"62,510
(0.57)"
카페게이트,(유)에브라임이노베이션,"62,480
(0.57)"
히코코,(주)히코코,"62,390
(0.57)"
카페판다,(주)카페판다,"61,950
(0.57)"
아운(āoon),(주)티에스커피,"61,850
(0.57)"
커피에반하다,(주)커피에반하다,"61,226
(0.56)"
핵커피,(주)핵가족,"61,180
(0.56)"
더카페,(주)이랜드이츠,"60,900
(0.56)"
어보브(ABOVE),어보브(ABOVE),"60,500
(0.56)"
LJ COFFEE,(주)라온제나,"60,410
(0.56)"
그린머그,그린머그코리아,"60,190
(0.55)"
라크리마커피,(주)정명에프앤비,"60,000
(0.55)"
페이버리트(FAVORITE) 커피,(주)페이버리트,"59,850
(0.55)"
킹스빈,킹스빈코리아,"59,800
(0.55)"
콘레드커피,(주)케이디즈,"59,800
(0.55)"
줄리앙 와플,(주)브라더푸드,"59,700
(0.55)"
원유로 스페셜티 커피,(주)비아이랩,"59,650
(0.55)"
올리터,올리터카페앤디저트프랜차이즈,"59,200
(0.54)"
cafe051(카페051),051커피컴퍼니,"59,100
(0.54)"
벤티프레소,(주)정직한,"59,056
(0.54)"
오토카페 (AUTO CAFE),오토카페(AUTOCAFE),"58,850
(0.54)"
COFFEE COOK (커피쿡),(주)빅트리컴퍼니,"58,650
(0.54)"
카페아에,(주)아에,"58,650
(0.54)"
나리꼬모,(주)나리꼬모,"58,640
(0.54)"
빌리브라운(BILLYBROWN),(주)빌리컴퍼니,"58,550
(0.54)"
데일리티,데일리티(주),"58,440
(0.54)"
cafe65℃,(주)육십오도씨,"58,420
(0.54)"
브라운_빈(BROWN_BEAN),24시무인카페브라운빈,"58,220
(0.54)"
요거프레소,(주)요거프레소,"58,190
(0.53)"
복고다방,(주)에스엔인더스트리,"58,100
(0.53)"
행님디저트카페,규원,"58,000
(0.53)"
루머팡,(주)루머팡,"58,000
(0.53)"
카페홀릭(CAFE HOLIC),(주)카페홀릭,"58,000
(0.53)"
카페텀블러,(주)청담페스틴팩토리,"57,450
(0.53)"
메가엠지씨커피(MEGA MGC COFFEE),(주)앤하우스,"56,890
(0.52)"
애니데이,애니데이,"56,430
(0.52)"
커피마마,티에고(주),"56,400
(0.52)"
몬스터커피,㈜몬스터,"56,150
(0.52)"
워너커피(WANNA COFFEE),워너커피,"55,650
(0.51)"
코인커피,코인커피,"55,330
(0.51)"
두이모,두이모비빔밥와플,"54,800
(0.50)"
커피매거진,커피매거진본부,"54,350
(0.50)"
카페루앤비,(주)루앤비,"53,490
(0.49)"
뉴욕보틀,원유통뉴욕보틀,"53,490
(0.49)"
포트오브모카(Port of Mocha),(주)에소코리아,"53,270
(0.49)"
읍천리 382,(주)원팀,"53,150
(0.49)"
CAFE CANBUS (카페캔버스),(주)명진푸드,"53,050
(0.49)"
제이제이로스터스,(주)쿱커피랩,"52,820
(0.49)"
더치앤빈,(주)진심코리아,"52,800
(0.49)"
보틀&프레즐,공오삼st,"52,700
(0.48)"
미남커피(MINAM COFFEE),미남커피로데오점,"51,930
(0.48)"
CAFE 설렘주의보,설렘,"51,050
(0.47)"
카르투시아,㈜레오인터내셔널,"51,050
(0.47)"
도비즈커피,㈜해밀코리아,"50,400
(0.46)"
에슬로우커피(ESLOW COFFEE),(주)에슬로우,"50,300
(0.46)"
카페인중독,(주)중독컴퍼니,"50,000
(0.46)"
커피사피엔스,(주)커피사피엔스,"49,330
(0.45)"
진심커피,(주)진심코리아,"49,200
(0.45)"
꿀스커피GGUL'S COFFEE,(주)정직한,"49,200
(0.45)"
베라오커피,인터베이스,"48,300
(0.44)"
Smith Barney,펩코코리아(주),"48,200
(0.44)"
말리따(MALITTA),(주)피쉐프코리아,"48,000
(0.44)"
곰미커피,곰미커피,"47,850
(0.44)"
베스트빈,(주)에스에이치네트웍스,"47,850
(0.44)"
우주라이크(WOULDULIKE),(주)우주에프앤디,"47,676
(0.44)"
한빵울,한빵울,"47,200
(0.43)"
카페코지,(주)카페코지,"47,200
(0.43)"
베로에스프레소 (VERO ESPRESSO),베로,"47,100
(0.43)"
오늘도뚠뚠,오늘도뚠뚠,"46,900
(0.43)"
카페도헤이 왕의커피,(주)카페도헤이,"46,700
(0.43)"
슈퍼사이즈커피,(주)에스에이치리테일,"46,410
(0.43)"
디저트부티크엠,디저트부티크엠,"46,100
(0.42)"
커피펍스,(주)도남에프앤에프,"45,880
(0.42)"
카페천국,카페천국,"45,680
(0.42)"
스므으커피,(주)쩐주단코리아,"45,100
(0.41)"
몰타,에스티컴퍼니(ST.company),"45,100
(0.41)"
데이원,플러그,"45,000
(0.41)"
한글빵카페,한글코리아,"44,389
(0.41)"
핑거커피,(주)동양정수커피,"44,050
(0.40)"
"오늘도, 카페일리터",카페일리터,"42,900
(0.39)"
데니스,데니스,"42,850
(0.39)"
감성커피,(주)비브라더스,"42,400
(0.39)"
반달커피,루나에프엔비(주),"40,820
(0.38)"
봉명동내커피,봉명동내커피,"40,100
(0.37)"
카페라이더,(주)지로스터,"39,500
(0.36)"
반할커피,반할커피,"38,900
(0.36)"
베티스 커피,베티스,"38,850
(0.36)"
굿럭커피,굿럭커피,"38,200
(0.35)"
날쌘카페,날쌘카페(주),"37,000
(0.34)"
바리스타비,(주)바리스타비,"36,300
(0.33)"
달리는커피,(주)달리는커피코리아,"32,560
(0.30)"
커피브라더,박철두의브라더스커피,"24,200
(0.22)"
리프패럿(LIP Parrot),(주)리프래럿,"20,040
(0.18)"
모노치즈,(주)어디로드,"19,300
(0.18)"
아로이커피(Aroicoffee),아로이,"18,750
(0.17)"
후드,후드,"16,400
(0.15)"
커피마마퀸,티에고(주),"13,000
(0.12)"
해브에스프레소,어썸코리아,"12,700
(0.12)"
커피달램,로스터리미노(roasterymino),"11,900
(0.11)"
아키라커피,(주)아키라커피코리아,"8,800
(0.08)"
비거커피,(주)코리아케이푸드,"8,800
(0.08)"
카페라떼르,(주)커먼파트너스,"0
(0.00)"
플루800,에프씨푸드(FCFOOD),"0
(0.00)"
평균,-,"102,171
(1.00)"
클로리스(CHLORIS),(주)클로리스,"249,200
(2.44)"
올어바웃카페,(주)올어바웃,"243,200
(2.38)"
에딕티(Addictea),(주)에딕티코리아,"237,370
(2.32)"
휴롬주스,(주)휴롬팜,"229,400
(2.25)"
타이티카페(TAETEA CAFE),(주)대익인터내셔날코리아,"207,423
(2.03)"
올어바웃차,(주)올어바웃,"205,800
(2.01)"
티팩토리912,어반크레이티브(주),"202,900
(1.99)"
땡스얼랏,(주)마이켐,"201,405
(1.97)"
잠바주스,(주)파리크라상,"157,314
(1.54)"
닥터세이지(Dr.Sagy),(주)이엠컴퍼니,"156,000
(1.53)"
올어바웃커피,(주)올어바웃,"151,800
(1.49)"
스무디킹(SMOOTHIEKING),스무디킹코리아(주),"148,500
(1.45)"
fave,(주)페이브푸드,"145,300
(1.42)"
오가다,(주)오가다,"142,100
(1.39)"
마치마치,(주)마치마치코리아,"133,515
(1.31)"
제네랄드링크샵,글로매스,"132,370
(1.30)"
프레씨엘,프레씨엘,"132,200
(1.29)"
공차,(주)공차코리아,"131,110
(1.28)"
하트너카페,(주)해피프라미스,"130,640
(1.28)"
허유산(HUI LIU SHAN),(주)허유산코리아,"130,400
(1.28)"
매스커피,(주)매스컴퍼니,"118,500
(1.16)"
티컬렉티브(TEA Collective),(주)티컬렉티브,"117,378
(1.15)"
차타임라운지,(주)차타임,"116,500
(1.14)"
풍년인카페,(주)강동오케익,"116,000
(1.14)"
리치망고,(주)리치망고,"113,900
(1.11)"
마이쥬스,(주)마이에프앤비,"113,050
(1.11)"
KUNGFU TEA(쿵푸티),(주)쿵푸티코리아,"112,800
(1.10)"
락립배,락립배코리아(주),"108,470
(1.06)"
타이거슈가(TIGER SUGAR),(주)타이거슈가코리아,"105,100
(1.03)"
JAVAS(자바스),자바스,"101,000
(0.99)"
행복당(XING FU TANG),행복당,"96,300
(0.94)"
솔차니,솔차니코리아,"93,400
(0.91)"
카페희다,카페희다,"88,624
(0.87)"
흑본당,(주)비피알,"88,550
(0.87)"
흑화당,(주)우남에프앤씨,"87,986
(0.86)"
금커피별빙수,(주)다경컴퍼니,"87,700
(0.86)"
요거트맨,컴퍼니맨(주),"85,500
(0.84)"
쿠소이,(주)쿠소이,"83,100
(0.81)"
아티스티,(주)아티스티,"81,300
(0.80)"
제주스,(주)제주스,"81,300
(0.80)"
후즈티(WHO'S TEA),(주)음식생각,"78,450
(0.77)"
쩐주단,(주)쩐주단코리아,"77,490
(0.76)"
홍콩다방,홍콩다방,"76,000
(0.74)"
호이차,(주)호이컴퍼니,"74,030
(0.72)"
팔공티,(주)팔공티,"72,950
(0.71)"
주스탐,(주)올어바웃,"72,600
(0.71)"
주스탐델리,(주)올어바웃,"72,600
(0.71)"
쥬씨(JUICY),쥬씨(주),"71,380
(0.70)"
차얌,(주)프로젝트비,"71,380
(0.70)"
쥬씨(JUICY),쥬씨(주),"71,380
(0.70)"
쥬씨(JUICY),쥬씨(주),"71,380
(0.70)"
토핑스,토핑스,"71,100
(0.70)"
티번(T Bun),(주)티번,"70,100
(0.69)"
가유카페,가유카페,"69,880
(0.68)"
타이지엔,인피니티어뉴이티,"68,200
(0.67)"
아마스빈코리아,(주)스토어하우스,"66,600
(0.65)"
더퓨러,(주)퓨로에프앤비,"65,910
(0.65)"
곰브라더스,(주)제이스타임,"65,450
(0.64)"
19티(TEA),(주)참인포텍,"64,950
(0.64)"
블랙티드,(주)피치스,"64,460
(0.63)"
퀴클리(Quickly),(주)퀴클리코리아,"64,300
(0.63)"
쥬청과,순수유통(주),"63,900
(0.63)"
바로주스(BARO JUICE),(주)편안,"62,800
(0.61)"
탑브릭스 (TOP BRIX),탑브릭스(TOPBRIX),"62,400
(0.61)"
쥬스팩토리,(주)쥬스팩토리,"61,510
(0.60)"
행인당,(주)솔트앤슈가,"60,250
(0.59)"
모리셔스브라운(Mauritius Brown),(주)씨앤딜,"57,200
(0.56)"
티희차(Teaheecha),(주)티희차,"56,350
(0.55)"
노란꼬무줄,노란꼬무줄,"55,900
(0.55)"
쥬스킹(JUICE KING),(주)엠투에프앤비,"54,350
(0.53)"
